Row ID,Order ID,Order Date,Date Key,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,Account,Category,Eexpenses ,Budget
853,EMEA-2022-113747,5/29/2022,20220529,Carolyn Murray,Ukraine,Kyiv,EMEA,EU-EAST,United Parcel Service,1090,Transportation,SMB,ChatBot Plugin,R5AWJUXLU4,185.88,6,0,50.1876,IT,Expense,7.564310261,31.19942784
854,EMEA-2022-123274,2/19/2022,20220219,Michelle Langdon,United Kingdom,London,EMEA,UKIR,Lukoil,1044,Energy,SMB,SaaS Connector Pack,NV7LBZUCTW,44.46,2,0,14.6718,IT,Expense,1.809281441,7.462484193
855,EMEA-2022-123274,2/19/2022,20220219,Michelle Langdon,United Kingdom,London,EMEA,UKIR,Lukoil,1044,Energy,SMB,Marketing Suite - Gold,YOZMYJ15YG,242.94,3,0,9.7176,IT,Expense,9.886343527,40.7767861
856,EMEA-2020-125612,8/3/2020,20200803,Colin Hamilton,United Kingdom,London,EMEA,UKIR,Abbott Laboratories,1001,Healthcare,SMB,Support,05M7F9549P,39.96,2,0,18.7812,IT,Expense,1.626155789,6.707172028
857,EMEA-2020-125612,8/3/2020,20200803,Colin Hamilton,United Kingdom,London,EMEA,UKIR,Abbott Laboratories,1001,Healthcare,SMB,Support,N8T6S8H6I0,102.3,10,0,26.598,IT,Expense,4.163056486,17.17076322
858,EMEA-2020-125612,8/3/2020,20200803,Colin Hamilton,United Kingdom,London,EMEA,UKIR,Abbott Laboratories,1001,Healthcare,SMB,Marketing Suite - Gold,ZNKW3H6PN4,21.36,2,0,5.7672,IT,Expense,0.869236428,3.585215078
859,AMER-2023-161984,4/11/2023,20230411,Liam Young,Argentina,Buenos Aires,AMER,LATAM,FedEx,1036,Transportation,Enterprise,Support,NPNN3H6XRX,7.61,1,0,3.5767,IT,Expense,0.309685825,1.277316795
860,AMER-2023-161984,4/11/2023,20230411,Liam Young,Argentina,Buenos Aires,AMER,LATAM,FedEx,1036,Transportation,Enterprise,Storage,7EFVXV7LZU,7.16,2,0,3.58,IT,Expense,0.291373259,1.201785579
861,AMER-2020-133851,6/9/2020,20200609,Chloe Campbell,United States,Los Angeles,AMER,NAMER,Comcast,1022,Communications,SMB,Support,T7PH67FLXM,7.36,2,0,0.1472,IT,Expense,0.299512177,1.235355008
862,AMER-2020-133851,6/9/2020,20200609,Chloe Campbell,United States,Los Angeles,AMER,NAMER,Comcast,1022,Communications,SMB,ChatBot Plugin,C48FI0OWSS,23.1,2,0,10.626,IT,Expense,0.940045013,3.877269115
863,EMEA-2022-134474,1/5/2022,20220105,Carolyn Dowd,Germany,Berlin,EMEA,EU-WEST,Nestle,1089,Consumer Products,Strategic,Data Smasher,JGWLJFQBDG,191.472,6,0.2,40.6878,IT,Expense,7.791874404,32.13802909
864,EMEA-2022-134474,1/5/2022,20220105,Carolyn Dowd,Germany,Berlin,EMEA,EU-WEST,Nestle,1089,Consumer Products,Strategic,ChatBot Plugin,0HGZ12CSYH,5.248,2,0.2,0.5904,IT,Expense,0.213565205,0.880861832
865,EMEA-2022-134474,1/5/2022,20220105,Carolyn Dowd,Germany,Berlin,EMEA,EU-WEST,Nestle,1089,Consumer Products,Strategic,Site Analytics,SOENSXOSQO,59.184,2,0.2,5.1786,IT,Expense,2.408468574,9.933865598
866,EMEA-2020-149020,1/11/2020,20200111,Andrew Miller,Spain,Madrid,EMEA,EU-WEST,Airbus,1030,Manufacturing,Strategic,FinanceHub,NI34HEJEB8,2.89,1,0,1.3583,IT,Expense,0.117607363,0.485078257
867,EMEA-2020-149020,1/11/2020,20200111,Andrew Miller,Spain,Madrid,EMEA,EU-WEST,Airbus,1030,Manufacturing,Strategic,SaaS Connector Pack,JUOKGBRY2J,51.94,1,0,21.2954,IT,Expense,2.113676969,8.717980859
868,EMEA-2022-134362,9/30/2022,20220930,Eric Mills,France,Paris,EMEA,EU-WEST,Marathon Petroleum,1061,Energy,Strategic,FinanceHub,NVGTTAY6Y8,15.936,4,0.2,5.1792,IT,Expense,0.648508975,2.674812148
869,EMEA-2020-136742,4/6/2020,20200406,Sebastian Robertson,France,Nice,EMEA,EU-WEST,News Corp.,1071,Misc,Strategic,ContactMatcher,9RHZXK1QW6,44.91,6,0.7,-35.928,Marketing,Expense,1.827594006,7.538015409
870,EMEA-2022-158099,9/4/2022,20220904,Jan Baker,France,Paris,EMEA,EU-WEST,AT&T,1010,Communications,Enterprise,ContactMatcher,VPXQRQLWD7,1141.47,5,0.7,-760.98,Marketing,Revenue,46.45165286,191.5924838
871,EMEA-2022-158099,9/4/2022,20220904,Jan Baker,France,Paris,EMEA,EU-WEST,AT&T,1010,Communications,Enterprise,Site Analytics,WL5GGIO97G,280.782,3,0.4,-46.797,Marketing,Expense,11.42630818,47.12845786
872,EMEA-2021-131128,10/19/2021,20211019,Neil Gill,Greece,Athens,EMEA,EU-EAST,Intel,1051,Tech,SMB,Support,JC0QE72YO6,34.44,3,0,17.22,IT,Expense,1.401521656,5.780655772
873,EMEA-2020-148488,12/10/2020,20201210,Sue Ince,United Kingdom,London,EMEA,UKIR,Wells Fargo,1099,Finance,SMB,Support,EL32202MOO,11.36,2,0,5.2256,IT,Expense,0.462290535,1.906743599
874,EMEA-2020-148488,12/10/2020,20201210,Sue Ince,United Kingdom,London,EMEA,UKIR,Wells Fargo,1099,Finance,SMB,ContactMatcher,1BC1LYMW2V,106.344,7,0.2,37.2204,IT,Expense,4.327625406,17.84953709
875,EMEA-2023-114636,8/26/2023,20230826,William Robertson,Sweden,Stockholm,EMEA,NOR,General Electric,1040,Finance,SMB,Support,C4UJXYY6IX,192.16,5,0.2,67.256,IT,Expense,7.819872282,32.25350793
876,EMEA-2022-116736,1/17/2022,20220117,Michael Morgan,Greece,Athens,EMEA,EU-EAST,Merck,1064,Healthcare,Enterprise,SaaS Connector Pack,TP9GIUUZZI,322.59,3,0,64.518,IT,Expense,13.12766757,54.14581142
877,EMEA-2022-116736,1/17/2022,20220117,Michael Morgan,Greece,Athens,EMEA,EU-EAST,Merck,1064,Healthcare,Enterprise,Data Smasher,GY04LB2HQ0,29.99,1,0,13.1956,IT,Expense,1.220430733,5.033735964
878,EMEA-2022-116736,1/17/2022,20220117,Michael Morgan,Greece,Athens,EMEA,EU-EAST,Merck,1064,Healthcare,Enterprise,Data Smasher,H95QRX1C9O,371.97,3,0,66.9546,IT,Expense,15.13716639,62.43410358
879,EMEA-2020-158638,9/17/2020,20200917,Madeleine Howard,France,Paris,EMEA,EU-WEST,FedEx,1036,Transportation,Enterprise,ContactMatcher,ESVRNYX01P,5.892,4,0.7,-4.1244,Marketing,Expense,0.23977252,0.988955395
880,EMEA-2023-111689,12/1/2023,20231201,Emily Morrison,United Kingdom,London,EMEA,UKIR,Pfizer,1074,Healthcare,Enterprise,ContactMatcher,0FRSRQO7UM,68.472,3,0.2,23.1093,IT,Expense,2.786439919,11.49282991
881,EMEA-2023-111689,12/1/2023,20231201,Emily Morrison,United Kingdom,London,EMEA,UKIR,Pfizer,1074,Healthcare,Enterprise,FinanceHub,UDZPCR4UH6,1242.9,5,0.1,262.39,IT,Revenue,50.57930505,208.61722
882,EMEA-2021-129098,10/9/2021,20211009,Audrey Hardacre,Spain,Madrid,EMEA,EU-WEST,Trafigura Group,1100,Finance,SMB,Marketing Suite - Gold,ZAD122ARN5,30.84,2,0,8.3268,IT,Expense,1.255021134,5.176406039
883,AMER-2023-123463,12/24/2023,20231224,Penelope Peake,United States,Los Angeles,AMER,NAMER,Trafigura Group,1100,Finance,SMB,ChatBot Plugin,VIWF4QZK9A,13.48,4,0,5.9312,IT,Expense,0.548563064,2.262579553
884,AMER-2022-165148,10/23/2022,20221023,Sebastian Abraham,Brazil,São Paulo,AMER,LATAM,Daimler,1052,Transportation,Enterprise,SaaS Connector Pack,74AW16IUQV,31.4,5,0,10.048,IT,Expense,1.277810104,5.270400442
885,EMEA-2020-134061,4/29/2020,20200429,Carol Edmunds,United Kingdom,Liverpool,EMEA,UKIR,Aetna,1002,Healthcare,SMB,SaaS Connector Pack,3HMNW2LEUI,17.46,2,0,5.9364,IT,Expense,0.710527529,2.930611201
886,AMER-2021-143602,4/25/2021,20210425,Amelia Kelly,United States,New York City,AMER,NAMER,Anthem,1029,Healthcare,Strategic,ContactMatcher,LS2GQVAZNW,13.944,3,0.2,4.5318,IT,Expense,0.567445353,2.340460629
887,AMER-2023-115364,6/27/2023,20230627,Jonathan Thomson,United States,Seattle,AMER,NAMER,HSBC Holdings,1070,Finance,SMB,Marketing Suite - Gold,O9KG30EECR,83.76,12,0,1.6752,IT,Expense,3.408578801,14.0588771
888,APJ-2023-150707,10/15/2023,20231015,Dan Davidson,China,Shanghai,APJ,APAC,PepsiCo,1073,Consumer Products,Enterprise,ContactMatcher,5FQ6WMR3XT,37.66,7,0,18.4534,IT,Expense,1.532558233,6.321123588
889,AMER-2020-104976,12/9/2020,20201209,Andrea Reid,United States,Los Angeles,AMER,NAMER,HSBC Holdings,1070,Finance,Strategic,Support,Y8I4MPITV2,34.68,6,0,16.9932,IT,Expense,1.411288357,5.820939087
890,EMEA-2023-132934,6/21/2023,20230621,Stewart Hart,United Kingdom,Leicester,EMEA,UKIR,Nestle,1089,Consumer Products,SMB,Data Smasher,HXAGH1LMYW,149.95,5,0,14.995,IT,Expense,6.102153667,25.16867982
891,EMEA-2023-132934,6/21/2023,20230621,Stewart Hart,United Kingdom,Leicester,EMEA,UKIR,Nestle,1089,Consumer Products,SMB,ContactMatcher,J5WD5I81C0,51.312,3,0.2,18.6006,IT,Expense,2.088120767,8.61257285
892,AMER-2023-133256,6/27/2023,20230627,David Lee,Brazil,São Paulo,AMER,LATAM,BMW,1039,Manufacturing,Enterprise,Support,7NB1LJ56LR,4.54,1,0,2.043,IT,Expense,0.184753435,0.762026051
893,AMER-2023-133256,6/27/2023,20230627,David Lee,Brazil,São Paulo,AMER,LATAM,BMW,1039,Manufacturing,Enterprise,ChatBot Plugin,G7Q3WFZV62,15.92,4,0,5.4128,IT,Expense,0.647857862,2.672126594
894,AMER-2023-133256,6/27/2023,20230627,David Lee,Brazil,São Paulo,AMER,LATAM,BMW,1039,Manufacturing,Enterprise,Site Analytics,0PLV2RAN93,543.92,8,0,135.98,IT,Revenue,22.13460102,91.29542065
895,AMER-2022-105494,11/11/2022,20221111,Melanie Chapman,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,Strategic,Marketing Suite - Gold,P5P8JU12CW,155.82,7,0,42.0714,IT,Expense,6.341030906,26.15394258
896,AMER-2022-105494,11/11/2022,20221111,Melanie Chapman,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,Strategic,ContactMatcher,ZE1R7FVKCC,70.008,3,0.2,24.5028,IT,Expense,2.848946808,11.75064313
897,APJ-2022-140634,10/4/2022,20221004,Austin Peters,Japan,Tokyo,APJ,JAPN,Lowes,1060,Retail,SMB,SaaS Connector Pack - Gold,7E4YHH55V8,15.648,2,0.2,5.0856,IT,Expense,0.636788934,2.626472169
898,AMER-2020-144407,9/9/2020,20200909,Leonard Springer,Brazil,São Paulo,AMER,LATAM,Tyson Foods,1088,Consumer Products,SMB,FinanceHub,1RGKWVIWUN,103.6,7,0,51.8,IT,Expense,4.215959453,17.38896452
899,EMEA-2023-160983,10/30/2023,20231030,Robert McGrath,United Kingdom,Cardiff,EMEA,UKIR,Walgreens,1095,Retail,Strategic,Support,SRMDHF9UTM,46.96,8,0,22.5408,IT,Expense,1.911017914,7.882102063
900,AMER-2022-114622,4/11/2022,20220411,Sue Wilson,Mexico,Toluca,AMER,LATAM,Walmart,1096,Retail,Strategic,ContactMatcher,SUTTT8L3OJ,8.904,2,0.7,-6.5296,Marketing,Expense,0.362344623,1.494511004
901,APJ-2023-150959,11/12/2023,20231112,Sally Wallace,Japan,Chiba,APJ,JAPN,Tyson Foods,1088,Consumer Products,SMB,FinanceHub,RXIY06IGG5,10.44,5,0.2,3.393,IT,Expense,0.424851512,1.752324223
902,APJ-2023-150959,11/12/2023,20231112,Sally Wallace,Japan,Chiba,APJ,JAPN,Tyson Foods,1088,Consumer Products,SMB,ContactMatcher,VQNCA1BBLO,18.336,4,0.8,-32.088,Marketing,Expense,0.74617599,3.077645303
903,APJ-2023-132353,9/16/2023,20230916,Anthony Sanderson,Australia,Sydney,APJ,ANZ,American Express,1005,Finance,SMB,Site Analytics,X4R9G23AXH,323.976,3,0.2,20.2485,IT,Expense,13.18407027,54.37844757
904,AMER-2022-130477,4/9/2022,20220409,Diana Bell,United States,New York City,AMER,NAMER,Sprint Nextel,1081,Communications,SMB,Support,FY14T21PHO,20.04,3,0,9.6192,IT,Expense,0.81551957,3.363656843
905,AMER-2022-130477,4/9/2022,20220409,Diana Bell,United States,New York City,AMER,NAMER,Sprint Nextel,1081,Communications,SMB,Marketing Suite - Gold,F0AUSN3VJQ,64.96,2,0,2.5984,IT,Expense,2.643520522,10.90335072
906,AMER-2022-130477,4/9/2022,20220409,Diana Bell,United States,New York City,AMER,NAMER,Sprint Nextel,1081,Communications,SMB,Support,7YTOKKICJO,12.96,2,0,6.2208,IT,Expense,0.527401877,2.175299036
907,EMEA-2023-143259,12/31/2023,20231231,Katherine Dowd,United Kingdom,London,EMEA,UKIR,Morgan Stanley,1068,Finance,SMB,Marketing Suite,R82G8HW9LE,323.136,4,0.2,12.1176,IT,Expense,13.14988681,54.23745596
908,EMEA-2023-143259,12/31/2023,20231231,Katherine Dowd,United Kingdom,London,EMEA,UKIR,Morgan Stanley,1068,Finance,SMB,Site Analytics,U4EQCPO0OL,90.93,7,0,2.7279,IT,Expense,3.700359006,15.26234115
909,EMEA-2023-143259,12/31/2023,20231231,Katherine Dowd,United Kingdom,London,EMEA,UKIR,Morgan Stanley,1068,Finance,SMB,ContactMatcher,IHFJIL4RNB,52.776,3,0.2,19.791,IT,Expense,2.147697645,8.858301074
910,AMER-2023-137596,9/3/2023,20230903,Neil Smith,Brazil,Rio de Janeiro,AMER,LATAM,UnitedHealth Group,1092,Healthcare,Enterprise,Site Analytics,WP35E66FC8,1199.8,4,0,323.946,IT,Revenue,48.82536825,201.383008
911,AMER-2023-137596,9/3/2023,20230903,Neil Smith,Brazil,Rio de Janeiro,AMER,LATAM,UnitedHealth Group,1092,Healthcare,Enterprise,Data Smasher,38IXPVBAWN,1928.78,7,0,829.3754,IT,Revenue,78.49090997,323.7402218
912,AMER-2023-137596,9/3/2023,20230903,Neil Smith,Brazil,Rio de Janeiro,AMER,LATAM,UnitedHealth Group,1092,Healthcare,Enterprise,Marketing Suite - Gold,EW5RWAD4EC,352.38,2,0,81.0474,IT,Expense,14.33995938,59.14597796
913,EMEA-2021-133627,5/31/2021,20210531,Angela Churchill,Saudi Arabia,Dhahran,EMEA,MEA,Valero Energy,1093,Energy,Enterprise,SaaS Connector Pack,OL0TMZONUM,22.2,6,0,9.102,IT,Expense,0.903419883,3.726206682
914,EMEA-2023-102519,11/28/2023,20231128,Peter Ellison,Italy,Milan,EMEA,EU,Volkswagen,1046,Manufacturing,Strategic,SaaS Connector Pack,AEYEYSV4ES,46.94,1,0,19.2454,IT,Expense,1.910204022,7.87874512
915,EMEA-2023-102519,11/28/2023,20231128,Peter Ellison,Italy,Milan,EMEA,EU,Volkswagen,1046,Manufacturing,Strategic,Data Smasher,MV58TSR29O,143.73,9,0,56.0547,IT,Expense,5.849033322,24.12467056
916,APJ-2020-141215,6/15/2020,20200615,Lillian Hodges,Japan,Osaka,APJ,JAPN,Merck,1064,Healthcare,Strategic,ContactMatcher,7U14BQMSJZ,99.918,2,0.3,-18.5562,Marketing,Expense,4.066121975,16.77095132
917,APJ-2020-141215,6/15/2020,20200615,Lillian Hodges,Japan,Osaka,APJ,JAPN,Merck,1064,Healthcare,Strategic,FinanceHub,ZNX0JCDA7M,797.944,4,0.3,-56.996,Marketing,Revenue,32.47200337,133.9326245
918,APJ-2020-141215,6/15/2020,20200615,Lillian Hodges,Japan,Osaka,APJ,JAPN,Merck,1064,Healthcare,Strategic,ContactMatcher,JLX20LR168,8.568,3,0.8,-14.5656,Marketing,Expense,0.348671241,1.438114363
919,APJ-2022-165218,3/6/2022,20220306,Connor McDonald,Japan,Aichi,APJ,JAPN,Chevron,1017,Energy,Strategic,SaaS Connector Pack - Gold,DZ3467DSKL,149.352,3,0.2,50.4063,IT,Expense,6.077818303,25.06830722
920,APJ-2022-165218,3/6/2022,20220306,Connor McDonald,Japan,Aichi,APJ,JAPN,Chevron,1017,Energy,Strategic,Marketing Suite - Gold,VZQXPN35GA,12.992,1,0.2,-0.812,Operations,Expense,0.528704104,2.180670145
921,EMEA-2020-138296,12/5/2020,20201205,Lucas Mathis,Spain,Alicante,EMEA,EU-WEST,Lowes,1060,Retail,SMB,Marketing Suite - Gold,K83QPRZBZX,24.56,2,0,6.8768,IT,Expense,0.999459113,4.122325951
922,EMEA-2021-111164,4/11/2021,20210411,Jane Stewart,United Kingdom,London,EMEA,UKIR,Honda Motor,1045,Manufacturing,SMB,Data Smasher,F5HEUW260P,85.14,3,0,34.9074,IT,Expense,3.464737334,14.29050617
923,EMEA-2021-111164,4/11/2021,20210411,Jane Stewart,United Kingdom,London,EMEA,UKIR,Honda Motor,1045,Manufacturing,SMB,Site Analytics,47T35SX2ZP,21.99,1,0,10.5552,IT,Expense,0.894874019,3.690958781
924,EMEA-2021-111164,4/11/2021,20210411,Jane Stewart,United Kingdom,London,EMEA,UKIR,Honda Motor,1045,Manufacturing,SMB,OneView,JZRP5P1F75,406.6,5,0,113.848,IT,Expense,16.54642001,68.24665031
925,EMEA-2022-149797,9/16/2022,20220916,Diana Taylor,United Kingdom,London,EMEA,UKIR,Kroger,1057,Retail,Strategic,ContactMatcher,A72ZPBNFYJ,841.568,2,0.2,294.5488,IT,Revenue,34.24726414,141.2547885
926,EMEA-2020-132962,9/13/2020,20200913,Liam Murray,France,Paris,EMEA,EU-WEST,American Express,1005,Finance,SMB,Support,DKT1TKMSP6,15.552,3,0.2,5.4432,IT,Expense,0.632882253,2.610358843
927,EMEA-2020-132962,9/13/2020,20200913,Liam Murray,France,Paris,EMEA,EU-WEST,American Express,1005,Finance,SMB,Data Smasher,1STBB8U0V5,252,5,0.2,53.55,IT,Expense,10.25503651,42.29748126
928,EMEA-2021-115091,10/5/2021,20211005,Jonathan Lawrence,Spain,Madrid,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Enterprise,ChatBot Plugin,82D63W7YE3,46.2,4,0,12.936,IT,Expense,1.880090026,7.75453823
929,EMEA-2021-115091,10/5/2021,20211005,Jonathan Lawrence,Spain,Madrid,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Enterprise,OneView,EQN21HVHX9,28.84,2,0,9.5172,IT,Expense,1.173631956,4.840711744
930,AMER-2023-144932,4/15/2023,20230415,Ella Henderson,Mexico,Cancun,AMER,LATAM,Intel,1051,Tech,SMB,ChatBot Plugin,CRCJMS0VR9,14.592,3,0.2,2.5536,IT,Expense,0.593815447,2.449225581
931,AMER-2023-144932,4/15/2023,20230415,Ella Henderson,Mexico,Cancun,AMER,LATAM,Intel,1051,Tech,SMB,ChatBot Plugin,0F6RDP1X67,89.856,3,0.2,21.3408,IT,Expense,3.656653017,15.08207332
932,AMER-2023-144932,4/15/2023,20230415,Ella Henderson,Mexico,Cancun,AMER,LATAM,Intel,1051,Tech,SMB,Support,4S9YDGJKS3,13.872,3,0.2,5.0286,IT,Expense,0.564515343,2.328375635
933,EMEA-2023-114216,9/3/2023,20230903,Molly Scott,France,Paris,EMEA,EU-WEST,American Express,1005,Finance,SMB,Support,8NDQS2W6ZL,12.192,3,0.2,4.1148,IT,Expense,0.496148433,2.046392426
934,EMEA-2022-140081,6/21/2022,20220621,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,Support,P7D2L5POAU,45.056,8,0.2,15.2064,IT,Expense,1.833535416,7.562521093
935,EMEA-2022-140081,6/21/2022,20220621,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,ContactMatcher,N8G9EGDWHM,29.718,6,0.7,-21.7932,Marketing,Expense,1.209361805,4.988081539
936,EMEA-2022-140081,6/21/2022,20220621,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,Support,VI5PO79ICR,15.552,3,0.2,5.4432,IT,Expense,0.632882253,2.610358843
937,EMEA-2022-140081,6/21/2022,20220621,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,OneView,1JQPVUDN6L,447.696,2,0.2,33.5772,IT,Expense,18.21880486,75.1444967
938,APJ-2023-111745,11/6/2023,20231106,Dylan Dickens,New Zealand,Auckland,APJ,ANZ,Siemens,1043,Manufacturing,Strategic,Data Smasher,CJCOVRX6H5,159.99,1,0,54.3966,IT,Expense,6.510727344,26.85386518
939,AMER-2021-148250,12/13/2021,20211213,Justin Scott,United States,Columbus,AMER,NAMER,Nestle,1089,Consumer Products,Strategic,Support,J3HUYMB0I0,12.96,2,0,6.2208,IT,Expense,0.527401877,2.175299036
940,AMER-2021-148250,12/13/2021,20211213,Justin Scott,United States,Columbus,AMER,NAMER,Nestle,1089,Consumer Products,Strategic,OneView,O0S7Q3BOT6,134.48,4,0,34.9648,IT,Expense,5.47260837,22.57208444
941,AMER-2022-105760,6/20/2022,20220620,Max Ross,United States,Los Angeles,AMER,NAMER,Goldman Sachs Group,1042,Finance,Strategic,Support,GHC0B0MV36,17.12,2,0,8.0464,IT,Expense,0.696691369,2.873543171
942,AMER-2022-142958,12/14/2022,20221214,Connor McDonald,United States,Springfield,AMER,NAMER,Chevron,1017,Energy,Strategic,ContactMatcher,TIFR6J8EW0,6.096,2,0.2,2.2098,IT,Expense,0.248074216,1.023196213
943,AMER-2022-142958,12/14/2022,20221214,Connor McDonald,United States,Springfield,AMER,NAMER,Chevron,1017,Energy,Strategic,ContactMatcher,NBJETGUB4E,1114.272,4,0.2,41.7852,IT,Revenue,45.34484142,187.0273771
944,AMER-2021-120880,5/29/2021,20210529,Kevin Morrison,Canada,Toronto,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,Support,ZU9A4SEIWW,32.4,5,0,15.552,IT,Expense,1.318504694,5.43824759
945,AMER-2021-120880,5/29/2021,20210529,Kevin Morrison,Canada,Toronto,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,Marketing Suite - Gold,ANYZY97AXL,540.57,3,0,140.5482,IT,Revenue,21.99827414,90.73313271
946,AMER-2021-120880,5/29/2021,20210529,Kevin Morrison,Canada,Toronto,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,1PLPDWE1B4,167.76,5,0.2,62.91,IT,Expense,6.826924303,28.15803752
947,AMER-2021-140200,7/26/2021,20210726,Justin Anderson,Chile,Antofagasta,AMER,LATAM,CVS Health,1026,Retail,SMB,ContactMatcher,5P2Y5Q4C6E,393.165,3,0.5,-204.4458,Marketing,Expense,15.99968821,65.99162388
948,EMEA-2023-110576,11/29/2023,20231129,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,1060,Retail,Enterprise,SaaS Connector Pack,5HTL7HB8HR,516.488,7,0.2,-12.9122,Operations,Revenue,21.01826704,86.69103769
949,EMEA-2023-110576,11/29/2023,20231129,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,1060,Retail,Enterprise,SaaS Connector Pack,35PIEZN518,1007.232,6,0.2,75.5424,IT,Revenue,40.98889258,169.0610184
950,EMEA-2023-110576,11/29/2023,20231129,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,1060,Retail,Enterprise,ContactMatcher,EMNTDJ0A6G,2065.32,12,0.4,-619.596,Marketing,Revenue,84.04734919,346.6580714
951,EMEA-2023-110576,11/29/2023,20231129,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,1060,Retail,Enterprise,Support,01WSUERJZU,15.552,3,0.2,5.4432,IT,Expense,0.632882253,2.610358843
952,EMEA-2023-110576,11/29/2023,20231129,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,1060,Retail,Enterprise,Support,9H98LUZLIQ,25.344,6,0.2,7.92,IT,Expense,1.031363671,4.253918115
953,EMEA-2023-131156,4/4/2023,20230404,Faith Gray,France,Paris,EMEA,EU-WEST,Costco Wholesale,1025,Retail,SMB,SaaS Connector Pack,GDTE3IBBOA,25.472,4,0.2,7.6416,IT,Expense,1.036572579,4.27540255
954,APJ-2023-136539,12/29/2023,20231229,Gavin White,Japan,Sapporo,APJ,JAPN,Mondelez International,1067,Consumer Products,SMB,ChatBot Plugin,TILJ471I09,27.168,2,0.2,2.7168,IT,Expense,1.105590602,4.560071312
955,APJ-2023-136539,12/29/2023,20231229,Gavin White,Japan,Sapporo,APJ,JAPN,Mondelez International,1067,Consumer Products,SMB,Marketing Suite,GLTHXGPILZ,78.8528,2,0.32,-11.596,Marketing,Expense,3.208882312,13.23521758
956,EMEA-2023-119305,12/1/2023,20231201,Luke Davidson,Ukraine,Kyiv,EMEA,EU-EAST,Ford Motor,1009,Manufacturing,SMB,Marketing Suite - Gold,7RZ3C5XCY0,173.8,5,0,43.45,IT,Expense,7.072719622,29.17183429
957,AMER-2023-102414,5/16/2023,20230516,Jonathan Ball,Chile,Santiago,AMER,LATAM,AmerisourceBergen,1007,Healthcare,SMB,Site Analytics,K79U0YKXWF,29.592,1,0.2,2.5893,IT,Expense,1.204234287,4.966932799
958,AMER-2023-102414,5/16/2023,20230516,Jonathan Ball,Chile,Santiago,AMER,LATAM,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,FYX4L179R2,4.752,2,0.7,-3.168,Marketing,Expense,0.193380688,0.797609647
959,AMER-2023-102414,5/16/2023,20230516,Jonathan Ball,Chile,Santiago,AMER,LATAM,AmerisourceBergen,1007,Healthcare,SMB,Support,GUC8IVFL03,15.552,3,0.2,5.6376,IT,Expense,0.632882253,2.610358843
960,AMER-2021-112571,9/22/2021,20210922,Benjamin Berry,United States,Richmond,AMER,NAMER,State Farm Insurance Cos.,1082,Finance,SMB,SaaS Connector Pack,07XYFCWZGO,204.6,2,0,53.196,IT,Expense,8.326112973,34.34152645
961,AMER-2023-152142,11/15/2023,20231115,Evan Ross,United States,Los Angeles,AMER,NAMER,Sysco,1084,Consumer Products,Strategic,FinanceHub,UD5G6T9N13,321.568,2,0.2,28.1372,IT,Expense,13.0860777,53.97427164
962,EMEA-2021-160059,11/27/2021,20211127,Luke McDonald,United Arab Emirates,Abu Dhabi,EMEA,MEA,Panasonic,1091,Tech,Enterprise,ContactMatcher,C71QKDEMWB,6.24,2,0,3.0576,IT,Expense,0.253934237,1.047366203
963,AMER-2022-120859,9/2/2022,20220902,Luke Mills,United States,Los Angeles,AMER,NAMER,Prudential Financial,1078,Finance,Strategic,SaaS Connector Pack - Gold,DA2GG09L3P,21.88,2,0,10.94,IT,Expense,0.890397614,3.672495595
964,EMEA-2020-127488,9/22/2020,20200922,Leonard Springer,Germany,Leipzig,EMEA,EU-WEST,Tyson Foods,1088,Consumer Products,SMB,FinanceHub,JE0001P5JE,4.608,2,0.2,1.6704,IT,Expense,0.187520668,0.773439657
965,EMEA-2023-135279,4/10/2023,20230410,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,1072,Tech,Enterprise,FinanceHub,IXM95SWQ7Z,9.82,2,0,4.8118,IT,Expense,0.399620867,1.648258992
966,EMEA-2023-135279,4/10/2023,20230410,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,1072,Tech,Enterprise,ChatBot Plugin,GST7O5FCY9,35.97,3,0,9.7119,IT,Expense,1.463784378,6.037461908
